familymebers,location,infection,impact,familyreunion,familyrelationship,post,search,optimism,mediatime1,mediatime2,mediatime3,mediatime4,mediatime5,mediatimetotal,mediacontent1,mediacontent2,mediacontent3,mediacontent4,mediacontent5,mediacontent6,panas1,panas2,panas3,panas4,panas5,panas6,panas7,panas8,panas9,panas10,panas11,panas12,panas13,panas14,panas15,panas16,panas17,panas18,panas19,panas20,deathanxiety1,deathanxiety2,deathanxiety3,deathanxiety4,meaninginlife1,meaninginlife2,meaninginlife3,meaninginlife4,empathy1,empathy2,sympathy1,sympathy2,dass1,dass2,dass3,dass4,dass5,dass6,dass7,dass8,dass9,dass10,dass11,dass12,dass13,dass14,dass15,dass16,dass17,dass18,dass19,dass20,dass21,PA,NA,DA,ML,DEP,ANX,STR,NEW,TRA,EMP,SYM
3,Shanxi,0,5,1,4,0,4,2,12,12,9,12,12,57,5,5,5,5,3,5,4,5,3,5,2,4,5,5,4,2,4,5,1,4,5,3,4,1,3,5,4,5,2,5,6,7,5,7,5,4,5,5,3,4,2,2,4,1,2,3,4,1,3,2,3,1,4,2,1,3,3,4,1,34.00,40.00,21.00,30.00,14.00,23.00,16.00,11.25,12.00,9.00,10.00
4,Jiangsu,0,3,0,4,0,2,4,2,1,1,2,1,7,3,4,4,3,3,3,2,2,2,1,2,1,1,1,2,2,1,2,2,4,1,4,2,1,1,1,2,4,4,4,6,6,5,6,4,2,4,4,1,2,1,1,1,1,1,1,2,1,1,2,1,3,1,1,2,2,2,2,1,23.00,12.00,16.00,29.00,8.00,11.00,11.00,1.25,2.00,6.00,8.00
3,Shandong,0,4,1,5,0,2,4,5,7,1,7,5,25,4,4,3,2,4,4,4,1,4,1,3,1,1,1,3,3,1,2,1,3,1,4,4,1,4,1,2,3,2,2,6,6,6,6,2,2,5,4,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,34.00,10.00,13.00,31.00,8.00,8.00,7.00,5.00,5.00,4.00,9.00
5,Liaoning,0,4,1,4,1,2,2,0,0,0,1,1,2,3,3,3,3,3,3,4,3,4,1,4,2,3,1,3,3,2,3,1,1,2,3,4,1,4,2,2,3,4,2,6,6,6,6,4,3,5,5,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,33.00,18.00,15.00,31.00,9.00,8.00,10.00,0.50,0.00,7.00,10.00
4,Shanxi,0,4,1,4,0,3,2,3,1,1,1,1,7,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,4,4,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.00,30.00,20.00,23.00,8.00,8.00,8.00,1.00,3.00,8.00,8.00
4,Liaoning,0,4,1,4,0,2,4,3,3,4,3,3,16,4,4,4,4,4,4,4,4,1,4,1,1,3,1,1,3,2,4,1,4,2,4,4,2,4,1,4,4,5,2,6,6,6,6,2,4,5,5,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,30.00,21.00,19.00,31.00,7.00,8.00,8.00,3.25,3.00,6.00,10.00
4,Shanghai,0,3,0,3,0,2,2,2,2,1,1,1,7,4,4,4,3,4,2,3,2,2,2,2,1,2,2,2,2,2,3,2,3,3,3,3,2,3,2,2,1,5,1,6,6,7,6,4,2,2,5,2,2,1,1,2,2,2,4,2,2,1,2,4,1,2,2,1,2,2,1,1,26.00,20.00,11.00,31.00,13.00,12.00,14.00,1.25,2.00,6.00,7.00
3,Tianjin,0,4,1,5,1,2,4,1,5,7,1,1,15,3,3,3,4,3,4,3,4,4,3,3,2,2,4,4,3,4,5,2,3,4,4,3,2,4,3,2,4,4,4,5,6,6,6,3,4,5,4,2,1,1,2,2,3,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,36.00,30.00,17.00,28.00,10.00,9.00,12.00,3.50,1.00,7.00,9.00
3,Liaoning,0,4,1,5,0,4,2,0,3,0,1,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,6,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.00,50.00,21.00,28.00,7.00,7.00,7.00,2.25,0.00,10.00,6.00
3,Liaoning,0,3,1,1,1,2,4,1,3,2,1,1,8,3,4,2,3,3,3,4,2,3,2,3,2,2,1,3,3,2,3,3,4,2,3,4,2,3,2,2,4,2,2,5,6,6,6,4,4,4,4,2,2,2,1,3,1,1,2,2,1,1,2,2,2,2,2,1,1,2,4,1,33.00,20.00,14.00,29.00,12.00,14.00,11.00,1.75,1.00,8.00,8.00
3,Tianjin,0,4,1,4,0,4,2,2,2,1,3,8,16,4,5,5,5,4,4,4,3,4,2,4,1,4,1,4,2,3,4,1,2,4,3,2,3,4,4,4,5,5,4,6,6,6,6,3,4,5,5,1,2,2,1,2,1,1,1,2,2,2,1,2,3,2,1,1,2,1,1,2,33.00,26.00,23.00,29.00,12.00,10.00,11.00,3.50,2.00,7.00,10.00
3,Shanxi,0,4,1,5,1,1,4,3,2,1,3,2,11,4,4,3,4,4,4,3,2,3,2,3,3,2,2,3,3,2,4,1,4,3,4,3,2,3,3,3,4,4,4,5,5,4,4,4,4,4,4,2,2,2,2,3,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,33.00,22.00,18.00,22.00,12.00,11.00,13.00,2.00,3.00,8.00,8.00
5,Jiangxi,0,3,1,4,0,3,4,2,2,1,2,2,9,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,4,2,4,2,4,4,2,4,2,2,2,2,2,5,5,5,6,2,2,4,4,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,40.00,26.00,12.00,27.00,10.00,12.00,13.00,1.75,2.00,4.00,8.00
3,Yunnan,0,3,1,3,1,1,3,2,3,0,4,0,9,3,4,1,1,4,3,3,2,3,4,2,3,4,3,2,2,2,4,1,1,4,3,2,3,1,3,1,1,1,1,3,5,3,1,1,1,3,3,2,1,2,2,3,2,2,2,3,3,2,3,2,2,2,2,1,2,3,2,2,23.00,29.00,5.00,19.00,15.00,15.00,15.00,1.75,2.00,2.00,6.00
3,Henan,0,4,1,4,1,4,2,1,2,2,3,3,11,5,5,5,5,4,3,5,4,3,4,3,1,4,3,2,3,3,4,1,3,5,2,3,4,3,5,4,5,5,5,7,7,7,7,5,5,5,5,1,3,1,2,2,3,1,3,2,1,3,2,3,2,3,2,1,3,2,3,1,31.00,34.00,24.00,35.00,11.00,16.00,17.00,2.50,1.00,10.00,10.00
4,Gansu,0,5,1,4,0,4,2,12,12,11,12,12,59,5,4,4,3,3,3,3,4,2,4,2,2,4,2,2,2,3,4,2,2,4,2,2,4,2,4,4,4,4,4,5,5,5,5,4,4,4,4,2,4,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,23.00,33.00,20.00,25.00,11.00,15.00,13.00,11.75,12.00,8.00,8.00
4,Gansu,0,3,1,4,1,2,3,1,1,2,1,2,7,3,3,3,3,3,3,3,3,3,2,3,3,2,2,3,2,2,3,3,3,2,3,3,2,3,2,1,2,2,1,6,6,6,6,2,2,5,4,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,29.00,23.00,9.00,26.00,15.00,14.00,14.00,1.50,1.00,4.00,9.00
5,Shanxi,0,2,1,5,1,4,4,7,12,11,12,0,42,4,5,4,5,4,5,4,3,3,1,3,1,1,1,2,3,1,4,3,4,2,3,3,1,3,1,3,3,2,2,5,5,5,4,2,2,4,4,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,1,1,1,32.00,15.00,12.00,24.00,10.00,9.00,10.00,8.75,7.00,4.00,8.00
3,Jiangxi,0,3,1,4,1,4,3,1,5,1,1,5,13,5,3,3,5,2,3,4,4,3,2,3,1,2,1,3,3,4,3,1,2,3,4,3,1,3,2,4,5,2,3,5,5,5,7,4,4,5,5,2,2,1,1,3,2,1,2,3,2,1,2,2,2,1,2,2,2,1,1,2,31.00,21.00,18.00,29.00,14.00,10.00,13.00,3.00,1.00,8.00,10.00
3,Liaoning,0,2,1,4,0,2,4,1,1,1,1,2,6,4,3,4,4,4,4,2,2,2,2,2,1,2,2,1,2,1,3,1,1,2,2,2,2,3,1,2,4,5,2,6,6,6,6,4,4,5,3,1,2,1,1,3,2,1,2,4,2,2,2,2,3,2,2,1,2,1,1,1,20.00,16.00,17.00,30.00,12.00,12.00,14.00,1.25,1.00,8.00,8.00
5,Shanxi,0,4,1,5,0,2,5,12,12,11,12,12,59,5,5,5,5,5,5,4,3,2,3,3,3,4,3,3,4,4,4,3,3,4,3,3,3,3,3,3,5,5,5,4,5,4,4,5,5,5,5,2,3,2,1,2,2,1,4,3,4,3,4,3,3,2,3,3,3,3,3,4,32.00,33.00,21.00,22.00,21.00,16.00,21.00,11.75,12.00,10.00,10.00
3,Liaoning,0,4,1,4,0,4,2,1,1,0,0,2,4,4,3,3,4,3,4,3,2,3,2,3,1,3,1,2,1,4,4,1,3,4,2,4,1,3,3,3,4,5,2,5,5,6,6,3,4,5,5,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,1,28.00,22.00,18.00,29.00,7.00,10.00,9.00,0.75,1.00,7.00,10.00
4,Tianjin,0,4,1,5,0,2,2,4,2,1,2,6,15,4,4,3,4,3,3,5,5,2,5,1,2,5,2,1,3,3,4,1,2,5,2,2,5,1,5,4,4,5,5,5,6,6,7,5,5,5,5,4,4,3,2,4,2,2,4,4,2,4,4,3,2,4,4,1,1,3,3,1,23.00,38.00,23.00,27.00,18.00,22.00,21.00,2.75,4.00,10.00,10.00
5,Henan,0,3,1,5,0,2,3,3,4,3,4,3,17,4,4,4,4,2,3,2,3,2,2,3,2,2,2,3,2,2,4,2,3,2,4,4,2,2,2,4,4,4,4,5,5,5,5,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,29.00,21.00,20.00,25.00,12.00,13.00,13.00,3.50,3.00,6.00,7.00
3,Henan,0,2,1,4,1,1,4,0,1,0,1,0,2,2,1,1,1,1,1,3,1,3,1,3,1,3,2,1,2,1,1,1,1,2,2,3,1,3,2,1,2,1,1,5,7,5,7,1,1,5,5,1,2,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,2,22.00,15.00,6.00,31.00,12.00,11.00,8.00,0.50,0.00,2.00,10.00
4,Hebei,0,3,1,4,1,4,4,7,8,5,3,9,32,4,4,3,3,3,3,2,4,3,4,3,1,4,1,3,2,3,3,1,4,4,3,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,28.00,30.00,20.00,21.00,10.00,12.00,14.00,6.25,7.00,8.00,8.00
4,Anhui,0,4,1,5,1,4,2,1,1,0,1,2,5,4,4,3,4,3,4,4,3,3,3,3,2,3,2,2,2,2,4,2,3,4,4,3,2,3,2,3,4,4,4,7,6,6,5,4,2,4,5,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,31.00,25.00,19.00,30.00,8.00,8.00,9.00,1.00,1.00,6.00,9.00
3,Tianjin,0,3,1,4,1,3,1,1,5,0,3,2,11,5,5,4,4,2,1,3,4,1,5,1,1,4,1,1,1,1,5,1,1,5,1,1,3,1,4,1,1,5,4,7,7,7,7,5,4,4,4,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,16.00,29.00,16.00,29.00,7.00,9.00,10.00,2.50,1.00,9.00,8.00
4,Shanxi,0,3,1,5,0,2,4,5,4,3,1,1,14,5,5,5,5,3,4,4,1,3,3,3,1,1,1,1,1,1,1,1,2,1,2,2,1,3,4,4,4,5,2,4,4,5,6,4,4,4,5,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,22.00,15.00,18.00,24.00,7.00,9.00,7.00,2.25,5.00,8.00,9.00
3,Liaoning,0,2,1,5,1,2,4,1,1,0,1,1,4,2,3,4,4,3,2,4,2,4,2,4,2,1,2,4,3,1,3,4,3,2,4,4,4,4,1,2,4,3,4,5,4,3,5,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,2,1,1,37.00,21.00,15.00,20.00,15.00,14.00,15.00,0.75,1.00,5.00,5.00
3,Jiangxi,0,3,1,5,0,2,2,4,2,1,2,1,10,4,2,3,4,3,3,3,2,3,3,3,4,2,1,2,1,1,3,1,1,2,2,3,2,2,1,3,5,5,4,7,7,7,7,4,4,5,4,2,2,2,1,2,2,1,2,2,1,2,2,3,2,2,1,2,2,1,1,1,23.00,19.00,21.00,34.00,12.00,10.00,14.00,1.50,4.00,8.00,9.00
5,Shanxi,0,3,1,4,0,2,3,2,1,1,0,1,5,3,3,2,3,3,3,3,4,2,2,2,1,1,1,2,1,2,4,1,2,3,3,3,2,1,2,2,4,1,2,6,6,6,6,2,4,4,5,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,23.00,19.00,13.00,30.00,8.00,11.00,12.00,0.75,2.00,6.00,9.00
3,Liaoning,0,3,1,5,0,3,2,1,1,1,0,2,5,4,3,4,2,5,5,2,4,3,2,3,2,2,2,4,4,2,4,2,4,4,3,4,3,3,3,4,4,5,5,3,4,6,6,4,4,3,4,1,1,1,1,4,2,1,2,2,2,2,2,2,3,2,2,1,3,1,1,1,34.00,26.00,22.00,25.00,13.00,9.00,15.00,1.00,1.00,8.00,7.00
4,Hebei,0,3,1,4,0,3,3,5,4,3,1,2,15,5,5,3,5,4,4,4,3,2,4,2,2,4,2,2,3,3,4,1,3,4,2,3,3,2,4,4,4,5,4,6,6,6,6,5,3,4,3,2,3,1,2,3,2,1,2,3,2,2,2,2,2,2,2,2,3,2,2,2,27.00,30.00,20.00,30.00,14.00,15.00,15.00,2.50,5.00,8.00,7.00
3,Gansu,0,3,1,5,1,3,2,1,2,0,2,3,8,3,3,4,3,3,3,4,3,3,3,3,2,2,3,2,1,4,2,2,2,2,2,2,2,3,2,2,3,5,3,6,4,5,6,3,4,4,3,2,3,2,2,2,1,1,2,3,1,2,1,2,3,2,1,2,3,3,1,1,24.00,25.00,18.00,27.00,11.00,15.00,14.00,1.75,1.00,7.00,7.00
3,Gansu,0,4,1,5,0,2,2,6,5,5,8,5,29,4,3,3,3,3,4,3,4,2,4,2,2,3,3,4,4,3,4,2,4,4,4,4,4,4,4,3,5,4,3,5,5,5,5,4,4,4,2,2,1,2,2,3,2,2,2,3,2,2,2,2,2,2,3,1,1,1,2,1,35.00,33.00,17.00,23.00,14.00,13.00,13.00,5.75,6.00,8.00,6.00
4,Tianjin,0,4,1,4,0,3,3,7,6,5,2,3,23,4,4,4,4,3,3,2,4,2,4,2,1,4,4,2,1,4,2,4,3,4,4,2,4,2,4,4,4,4,4,6,6,6,6,4,4,4,4,2,3,2,1,1,2,1,1,2,1,2,2,2,3,2,2,1,2,2,1,1,22.00,37.00,20.00,30.00,10.00,12.00,14.00,4.00,7.00,8.00,8.00
3,Liaoning,0,4,1,5,0,4,4,4,4,4,1,7,20,5,5,4,5,3,5,4,2,3,3,3,1,2,1,3,2,2,4,1,2,3,3,3,3,2,3,2,4,3,1,5,5,5,5,4,3,5,4,1,2,1,3,1,1,1,2,3,2,2,1,2,2,1,1,1,2,2,1,2,29.00,21.00,13.00,25.00,10.00,13.00,11.00,4.00,4.00,7.00,9.00
4,Tianjin,0,3,1,4,1,4,2,1,1,3,1,4,10,3,4,4,3,3,3,3,4,3,3,2,4,4,2,3,2,2,4,2,2,4,3,2,3,3,4,2,5,4,4,5,5,5,5,4,4,4,4,2,2,2,2,2,3,1,3,2,1,2,2,2,2,2,2,1,1,2,2,1,27.00,32.00,19.00,24.00,11.00,13.00,15.00,2.25,1.00,8.00,8.00
3,Liaoning,0,3,1,4,1,4,4,2,6,2,1,2,13,5,4,5,2,3,4,4,5,3,4,2,2,1,5,3,4,5,4,1,4,4,4,2,4,2,4,2,4,4,2,6,6,6,6,2,4,4,2,2,3,1,3,4,2,2,3,4,3,2,3,2,4,2,1,2,4,3,2,2,32.00,35.00,16.00,30.00,15.00,19.00,20.00,2.75,2.00,6.00,6.00
3,Tianjin,0,2,0,1,1,4,2,0,1,1,1,1,4,4,5,5,4,4,4,3,3,3,2,3,4,3,2,1,3,1,4,2,4,3,5,5,3,3,2,1,5,1,4,2,7,5,7,4,4,5,2,2,1,2,2,2,2,2,2,2,1,2,2,1,3,2,1,1,3,2,1,1,34.00,25.00,15.00,28.00,9.00,12.00,16.00,1.00,0.00,8.00,7.00
5,Shanxi,0,3,1,5,0,2,3,4,4,6,3,2,19,5,4,4,4,3,4,3,2,2,2,3,1,1,1,2,3,2,3,2,2,2,3,3,2,3,2,4,4,2,3,6,5,5,7,4,3,3,3,2,2,2,2,3,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,27.00,17.00,15.00,29.00,11.00,13.00,12.00,3.75,4.00,7.00,6.00
3,Tianjin,0,4,1,4,1,4,2,2,10,11,5,5,33,5,5,5,3,5,5,4,5,3,5,3,4,4,4,3,1,4,5,2,1,5,2,4,5,2,4,4,5,5,5,4,6,6,5,5,4,5,5,2,2,1,2,2,1,1,1,2,1,3,2,2,3,3,1,1,2,1,2,1,28.00,42.00,23.00,26.00,9.00,13.00,14.00,7.75,2.00,9.00,10.00
4,Liaoning,0,3,1,5,1,3,4,6,5,4,6,9,30,4,4,4,4,4,4,4,3,4,2,4,2,4,1,4,4,2,4,2,3,3,4,4,2,3,3,4,5,3,4,6,6,6,6,3,4,4,5,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,1,38.00,24.00,20.00,31.00,8.00,9.00,11.00,6.00,6.00,7.00,9.00
7,Tianjin,0,3,0,5,0,2,2,3,3,0,1,2,9,3,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,3,3,2,4,4,4,4,3,3,4,4,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,2,24.00,21.00,13.00,21.00,13.00,8.00,11.00,1.50,3.00,6.00,8.00
3,Liaoning,0,4,0,5,1,3,2,5,12,2,0,2,21,4,4,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,4,5,5,5,5,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30.00,30.00,21.00,23.00,14.00,14.00,14.00,4.00,5.00,8.00,6.00
4,Shanxi,0,3,1,5,1,2,3,7,7,6,5,10,35,4,4,4,3,3,4,3,2,2,1,2,3,2,1,2,4,1,4,1,4,3,3,3,1,2,2,4,4,4,3,6,6,6,6,4,4,5,5,2,2,1,1,2,2,1,2,3,1,2,2,2,2,2,2,1,2,1,2,1,29.00,17.00,19.00,29.00,10.00,12.00,14.00,7.00,7.00,8.00,10.00
7,Tianjin,0,3,1,5,0,4,2,3,3,5,2,3,16,4,4,3,3,3,3,2,3,2,2,2,2,3,2,3,1,2,4,2,3,3,3,3,2,2,3,2,3,2,2,5,6,5,6,3,2,4,4,1,2,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,1,1,1,25.00,24.00,13.00,28.00,8.00,10.00,11.00,3.25,3.00,5.00,8.00
5,Liaoning,0,3,1,5,0,4,2,5,5,3,2,4,19,5,5,4,5,3,3,3,2,1,3,2,3,4,1,1,3,2,4,2,3,4,2,2,4,1,3,4,4,5,4,3,4,3,3,5,4,4,5,2,2,2,1,4,2,1,3,3,2,2,3,2,2,3,2,1,2,1,2,1,22.00,28.00,22.00,19.00,14.00,13.00,16.00,3.50,5.00,9.00,9.00
4,Shanxi,0,3,1,4,0,3,2,1,1,1,1,1,5,3,3,4,4,4,4,3,2,3,2,3,2,3,2,3,2,2,4,2,3,3,3,3,2,3,3,2,2,2,4,6,6,6,5,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,30.00,23.00,14.00,29.00,12.00,14.00,14.00,1.00,1.00,6.00,8.00
5,Shanxi,0,3,1,4,1,1,2,4,6,4,3,5,22,2,2,2,3,1,3,1,4,4,5,4,1,4,4,4,2,3,1,2,2,1,1,1,1,2,3,3,4,5,2,1,1,1,2,4,3,3,5,2,1,2,2,1,3,2,2,2,1,1,3,1,3,3,1,2,2,1,3,3,22.00,28.00,18.00,12.00,11.00,14.00,16.00,4.50,4.00,7.00,8.00
2,Tianjin,0,2,1,5,0,2,5,0,1,0,1,0,2,2,2,2,2,2,2,1,2,4,2,2,1,1,1,1,1,4,1,3,1,1,4,2,1,4,1,4,3,2,2,1,6,6,6,1,4,4,2,2,2,1,1,1,1,1,1,3,1,1,2,1,3,1,2,1,3,3,2,1,21.00,17.00,13.00,26.00,8.00,13.00,13.00,0.50,0.00,5.00,6.00
4,Shanxi,0,3,1,5,1,2,3,2,2,1,2,2,9,2,4,4,4,3,3,3,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,6,5,5,5,3,3,4,4,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,21.00,17.00,18.00,26.00,8.00,9.00,10.00,1.75,2.00,6.00,8.00
4,Shanxi,0,4,1,4,0,2,4,10,2,1,0,2,15,3,4,4,2,3,4,4,2,3,2,3,2,1,1,3,2,2,3,1,3,2,3,4,1,3,1,3,2,3,3,7,6,6,4,3,3,5,3,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,31.00,15.00,14.00,30.00,10.00,12.00,13.00,1.25,10.00,6.00,8.00
4,Tianjin,0,3,1,4,1,1,4,0,0,7,4,1,12,4,4,4,4,2,4,2,1,3,1,1,1,2,1,1,1,1,3,1,1,1,4,2,1,3,1,2,2,2,2,6,6,6,6,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,21.00,11.00,11.00,30.00,9.00,9.00,7.00,3.00,0.00,6.00,6.00
3,Shanxi,0,3,1,4,0,3,3,1,2,3,1,1,8,2,3,4,4,3,2,3,2,3,2,3,5,4,3,4,4,4,3,1,4,4,4,2,2,3,2,5,3,3,5,4,5,3,5,3,3,3,5,1,4,2,1,1,1,1,3,1,2,1,3,3,3,3,3,4,3,2,1,3,33.00,29.00,18.00,22.00,18.00,13.00,15.00,1.75,1.00,6.00,8.00
3,Tianjin,0,3,1,3,1,2,3,5,4,2,2,1,14,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,4,1,3,3,3,4,3,3,4,4,4,4,4,5,5,5,6,3,3,4,4,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,29.00,27.00,18.00,23.00,8.00,11.00,12.00,2.25,5.00,6.00,8.00
4,Tianjin,0,4,1,5,0,4,3,1,6,3,1,2,13,4,4,3,4,3,3,3,4,3,3,2,1,3,2,2,2,3,4,2,4,4,4,2,3,2,4,4,4,4,4,4,5,3,5,4,4,4,2,2,2,1,1,3,2,2,2,2,2,2,3,2,2,2,2,1,3,2,1,2,28.00,29.00,20.00,22.00,13.00,12.00,16.00,3.00,1.00,8.00,6.00
6,Beijing,0,4,1,4,0,4,2,4,1,1,1,3,10,4,4,4,4,4,4,2,4,3,4,4,1,4,4,3,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,5,4,2,3,2,3,3,1,2,3,3,2,3,3,2,2,3,2,2,2,2,2,2,36.00,34.00,20.00,24.00,15.00,18.00,16.00,1.50,4.00,8.00,9.00
4,Hebei,0,3,1,5,1,4,2,3,7,4,1,7,22,5,3,1,5,5,5,2,4,1,4,1,1,3,1,1,1,3,4,1,1,5,1,1,1,2,3,2,5,5,3,4,5,5,5,3,4,4,5,1,1,3,1,4,2,1,4,2,2,2,1,4,3,2,3,1,1,2,1,1,15.00,26.00,19.00,25.00,18.00,10.00,14.00,4.75,3.00,7.00,9.00
3,Guangdong,0,2,1,5,1,4,4,8,4,5,3,10,30,5,5,5,2,3,3,4,3,3,3,3,3,3,1,1,3,3,3,1,2,2,4,3,2,3,2,3,3,2,3,5,6,6,7,4,3,5,4,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,1,1,1,29.00,23.00,14.00,30.00,9.00,10.00,11.00,5.50,8.00,7.00,9.00
4,Shanxi,0,5,1,5,0,4,4,12,6,5,3,4,30,5,4,5,5,5,5,4,2,5,3,4,2,3,1,4,2,3,4,2,2,2,4,3,2,4,2,2,4,4,4,5,2,4,4,4,4,4,5,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,36.00,22.00,18.00,21.00,9.00,10.00,10.00,4.50,12.00,8.00,9.00
3,Shanxi,0,4,1,5,0,3,3,7,12,1,3,7,30,4,4,4,4,4,4,4,4,3,4,4,3,3,3,2,2,3,4,2,3,4,4,4,3,3,4,4,5,3,3,5,6,6,6,3,4,4,4,1,3,1,2,1,1,1,2,3,1,2,2,1,1,2,2,1,1,1,1,1,33.00,33.00,18.00,29.00,8.00,13.00,10.00,5.75,7.00,7.00,8.00
3,Tianjin,0,5,1,5,0,4,2,1,1,1,1,1,5,4,4,4,4,4,4,4,3,3,2,3,3,3,2,3,2,3,4,2,2,3,3,3,3,3,3,4,4,4,4,6,6,6,6,4,4,4,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.00,27.00,20.00,26.00,7.00,8.00,7.00,1.00,1.00,8.00,9.00
2,Heilongjiang,0,2,1,5,0,4,3,3,1,1,1,1,7,5,4,3,4,2,2,3,1,2,2,2,1,2,1,2,1,1,3,1,1,2,1,1,1,2,1,2,4,4,2,6,5,5,3,3,3,4,4,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,18.00,13.00,16.00,25.00,8.00,8.00,8.00,1.00,3.00,6.00,8.00
3,Tianjin,0,3,1,4,1,4,4,4,4,1,1,2,12,4,4,2,4,4,4,4,2,2,3,2,2,4,2,2,2,2,4,2,3,2,4,4,2,2,3,4,2,2,2,6,6,6,6,4,4,4,5,1,2,1,1,3,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,29.00,24.00,12.00,30.00,9.00,9.00,9.00,2.00,4.00,8.00,9.00
9,Hebei,0,3,1,5,0,3,3,5,5,4,5,5,24,4,3,4,4,4,4,3,3,3,2,3,1,2,1,3,3,1,3,1,3,2,3,3,2,3,2,4,3,2,2,6,5,5,5,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.00,17.00,15.00,27.00,7.00,7.00,8.00,4.75,5.00,8.00,8.00
3,Tianjin,0,3,1,3,0,2,4,1,1,1,1,1,5,3,3,3,3,4,4,3,2,4,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,5,5,4,5,5,6,5,4,4,4,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,26.00,20.00,23.00,26.00,9.00,11.00,14.00,1.00,1.00,8.00,6.00
4,Heilongjiang,0,3,1,4,0,2,2,0,12,1,2,1,16,4,4,3,3,3,3,3,4,3,3,3,1,3,3,4,2,4,4,1,2,3,4,4,3,3,3,3,4,3,3,6,5,6,3,3,4,3,4,2,2,1,1,2,2,1,1,2,1,2,3,2,2,2,2,1,2,1,1,1,32.00,28.00,17.00,26.00,10.00,10.00,14.00,4.00,0.00,7.00,7.00
